Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
544474,85230E,STRAWBRY SCENTED VOTIVE CANDLE,24,2011-02-21 09:52:00,0.29,12423.0,Belgium
506261,21746,SMALL RED RETROSPOT WINDMILL,3,2010-04-28 14:45:00,1.25,17605.0,United Kingdom
581164,21155,RED RETROSPOT PEG BAG,6,2011-12-07 14:34:00,2.55,14395.0,United Kingdom
576598,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-11-15 15:05:00,4.25,13437.0,United Kingdom
566589,20725,LUNCH BAG RED RETROSPOT,10,2011-09-13 14:50:00,1.65,14753.0,United Kingdom
543458,20725,LUNCH BAG RED RETROSPOT,2,2011-02-08 13:28:00,1.65,14587.0,United Kingdom
580613,23349,ROLL WRAP VINTAGE CHRISTMAS,12,2011-12-05 12:03:00,1.25,14759.0,United Kingdom
518752,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-08-11 12:39:00,7.95,17716.0,United Kingdom
521344,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2010-09-03 13:45:00,1.69,16735.0,United Kingdom
579414,23439,HAND WARMER RED LOVE HEART,4,2011-11-29 12:52:00,2.1,14719.0,United Kingdom
507624,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48,2010-05-10 14:34:00,0.55,16873.0,United Kingdom
557560,23173,REGENCY TEAPOT ROSES ,2,2011-06-21 10:37:00,9.95,15329.0,United Kingdom
535585,21769,VINTAGE POST OFFICE CABINET,1,2010-11-26 15:51:00,79.95,18226.0,United Kingdom
500098,21872,GLAMOROUS  MUG,6,2010-03-04 12:32:00,1.25,16771.0,United Kingdom
505337,22195,LARGE HEART MEASURING SPOONS,12,2010-04-21 13:14:00,1.65,12631.0,Finland
523208,22564,ALPHABET STENCIL CRAFT,504,2010-09-21 10:45:00,1.06,17381.0,United Kingdom
